Covid,Electricity,Season,State,Time,WeekTime,Value
No,Electricity Demand,Winter,Queensland,11:00:00,Weekend,5350.514476
No,Regional Reference Price,Winter,Queensland,11:00:00,Weekend,49.54771429
No,Electricity Demand,Winter,Queensland,11:30:00,Weekend,5252.390476
No,Regional Reference Price,Winter,Queensland,11:30:00,Weekend,46.42485714
No,Electricity Demand,Winter,Queensland,12:00:00,Weekend,5187.369333
No,Regional Reference Price,Winter,Queensland,12:00:00,Weekend,42.26371429
No,Electricity Demand,Winter,Queensland,12:30:00,Weekend,5152.136381
No,Regional Reference Price,Winter,Queensland,12:30:00,Weekend,45.33114286
No,Electricity Demand,Winter,Queensland,13:00:00,Weekend,5151.643905
No,Regional Reference Price,Winter,Queensland,13:00:00,Weekend,43.58952381
No,Electricity Demand,Winter,Queensland,13:30:00,Weekend,5174.28419
No,Regional Reference Price,Winter,Queensland,13:30:00,Weekend,45.14857143
No,Electricity Demand,Winter,Queensland,14:00:00,Weekend,5222.584762
No,Regional Reference Price,Winter,Queensland,14:00:00,Weekend,50.07476191
No,Electricity Demand,Winter,Queensland,14:30:00,Weekend,5299.736952
No,Regional Reference Price,Winter,Queensland,14:30:00,Weekend,49.85847619
No,Electricity Demand,Winter,Queensland,15:00:00,Weekend,5398.540286
No,Regional Reference Price,Winter,Queensland,15:00:00,Weekend,51.47638095
No,Electricity Demand,Winter,Queensland,15:30:00,Weekend,5550.063714
No,Regional Reference Price,Winter,Queensland,15:30:00,Weekend,56.612
No,Electricity Demand,Winter,Queensland,16:00:00,Weekend,5746.590095
No,Regional Reference Price,Winter,Queensland,16:00:00,Weekend,63.68009524
No,Electricity Demand,Winter,Queensland,16:30:00,Weekend,5993.41219
No,Regional Reference Price,Winter,Queensland,16:30:00,Weekend,70.75619048
No,Electricity Demand,Winter,Queensland,17:00:00,Weekend,6303.35619
No,Regional Reference Price,Winter,Queensland,17:00:00,Weekend,85.41161905
No,Electricity Demand,Winter,Queensland,17:30:00,Weekend,6603.958
No,Regional Reference Price,Winter,Queensland,17:30:00,Weekend,95.36466667
No,Electricity Demand,Winter,Queensland,18:00:00,Weekend,6819.859143
No,Regional Reference Price,Winter,Queensland,18:00:00,Weekend,126.6444762
No,Electricity Demand,Winter,Queensland,18:30:00,Weekend,6901.263524
No,Regional Reference Price,Winter,Queensland,18:30:00,Weekend,123.8886667
No,Electricity Demand,Winter,Queensland,19:00:00,Weekend,6900.360571
No,Regional Reference Price,Winter,Queensland,19:00:00,Weekend,104.9165714
No,Electricity Demand,Winter,Queensland,19:30:00,Weekend,6779.180381
No,Regional Reference Price,Winter,Queensland,19:30:00,Weekend,85.02466667
No,Electricity Demand,Winter,Queensland,20:00:00,Weekend,6718.494
No,Regional Reference Price,Winter,Queensland,20:00:00,Weekend,84.50980952
No,Electricity Demand,Winter,Queensland,20:30:00,Weekend,6655.90981
No,Regional Reference Price,Winter,Queensland,20:30:00,Weekend,91.89228571
No,Electricity Demand,Winter,Queensland,21:00:00,Weekend,6497.038952
No,Regional Reference Price,Winter,Queensland,21:00:00,Weekend,81.63761905
No,Electricity Demand,Winter,Queensland,21:30:00,Weekend,6368.306952
No,Regional Reference Price,Winter,Queensland,21:30:00,Weekend,76.65247619
No,Electricity Demand,Winter,Queensland,22:00:00,Weekend,6220.839238
No,Regional Reference Price,Winter,Queensland,22:00:00,Weekend,67.89333333
No,Electricity Demand,Winter,Queensland,22:30:00,Weekend,6129.656381
No,Regional Reference Price,Winter,Queensland,22:30:00,Weekend,73.81695238
No,Electricity Demand,Winter,Queensland,23:00:00,Weekend,6056.972286
No,Regional Reference Price,Winter,Queensland,23:00:00,Weekend,68.83771429
No,Electricity Demand,Winter,Queensland,23:30:00,Weekend,5884.997143
No,Regional Reference Price,Winter,Queensland,23:30:00,Weekend,66.1032381
No,Electricity Demand,Winter,South Australia,00:00:00,Weekday,1622.266958
No,Regional Reference Price,Winter,South Australia,00:00:00,Weekday,121.8107224
No,Electricity Demand,Winter,South Australia,00:30:00,Weekday,1524.592548
No,Regional Reference Price,Winter,South Australia,00:30:00,Weekday,90.69098859
No,Electricity Demand,Winter,South Australia,01:00:00,Weekday,1450.321293
No,Regional Reference Price,Winter,South Australia,01:00:00,Weekday,84.52395437
No,Electricity Demand,Winter,South Australia,01:30:00,Weekday,1355.190038
No,Regional Reference Price,Winter,South Australia,01:30:00,Weekday,78.38174905
No,Electricity Demand,Winter,South Australia,02:00:00,Weekday,1273.309087
No,Regional Reference Price,Winter,South Australia,02:00:00,Weekday,73.94669202
No,Electricity Demand,Winter,South Australia,02:30:00,Weekday,1218.814183
No,Regional Reference Price,Winter,South Australia,02:30:00,Weekday,64.6969962
No,Electricity Demand,Winter,South Australia,03:00:00,Weekday,1181.529734
No,Regional Reference Price,Winter,South Australia,03:00:00,Weekday,60.00703422
No,Electricity Demand,Winter,South Australia,03:30:00,Weekday,1145.460342
No,Regional Reference Price,Winter,South Australia,03:30:00,Weekday,54.46076046
No,Electricity Demand,Winter,South Australia,04:00:00,Weekday,1118.825513
No,Regional Reference Price,Winter,South Australia,04:00:00,Weekday,51.64954373
No,Electricity Demand,Winter,South Australia,04:30:00,Weekday,1104.53
No,Regional Reference Price,Winter,South Australia,04:30:00,Weekday,48.7661597
No,Electricity Demand,Winter,South Australia,05:00:00,Weekday,1105.184829
No,Regional Reference Price,Winter,South Australia,05:00:00,Weekday,53.45171103
No,Electricity Demand,Winter,South Australia,05:30:00,Weekday,1121.795361
No,Regional Reference Price,Winter,South Australia,05:30:00,Weekday,59.15923954
No,Electricity Demand,Winter,South Australia,06:00:00,Weekday,1170.520228
No,Regional Reference Price,Winter,South Australia,06:00:00,Weekday,76.7373384
No,Electricity Demand,Winter,South Australia,06:30:00,Weekday,1238.31346
No,Regional Reference Price,Winter,South Australia,06:30:00,Weekday,117.7845627
No,Electricity Demand,Winter,South Australia,07:00:00,Weekday,1365.0527
No,Regional Reference Price,Winter,South Australia,07:00:00,Weekday,144.2875285
No,Electricity Demand,Winter,South Australia,07:30:00,Weekday,1493.138555
No,Regional Reference Price,Winter,South Australia,07:30:00,Weekday,152.973346
No,Electricity Demand,Winter,South Australia,08:00:00,Weekday,1609.256426
No,Regional Reference Price,Winter,South Australia,08:00:00,Weekday,154.2007985
No,Electricity Demand,Winter,South Australia,08:30:00,Weekday,1683.579354
No,Regional Reference Price,Winter,South Australia,08:30:00,Weekday,146.3293156
No,Electricity Demand,Winter,South Australia,09:00:00,Weekday,1679.319049
No,Regional Reference Price,Winter,South Australia,09:00:00,Weekday,144.4541445
No,Electricity Demand,Winter,South Australia,09:30:00,Weekday,1630.540722
No,Regional Reference Price,Winter,South Australia,09:30:00,Weekday,173.504943
No,Electricity Demand,Winter,South Australia,10:00:00,Weekday,1571.047681
No,Regional Reference Price,Winter,South Australia,10:00:00,Weekday,152.5463498
No,Electricity Demand,Winter,South Australia,10:30:00,Weekday,1488.37635
No,Regional Reference Price,Winter,South Australia,10:30:00,Weekday,135.7310646
No,Electricity Demand,Winter,South Australia,11:00:00,Weekday,1415.295894
No,Regional Reference Price,Winter,South Australia,11:00:00,Weekday,117.3844487
No,Electricity Demand,Winter,South Australia,11:30:00,Weekday,1359.027414
No,Regional Reference Price,Winter,South Australia,11:30:00,Weekday,100.7506084
No,Electricity Demand,Winter,South Australia,12:00:00,Weekday,1329.504106
No,Regional Reference Price,Winter,South Australia,12:00:00,Weekday,114.7207224
No,Electricity Demand,Winter,South Australia,12:30:00,Weekday,1311.978555
No,Regional Reference Price,Winter,South Australia,12:30:00,Weekday,121.2473764
No,Electricity Demand,Winter,South Australia,13:00:00,Weekday,1298.787909
No,Regional Reference Price,Winter,South Australia,13:00:00,Weekday,96.3426616
No,Electricity Demand,Winter,South Australia,13:30:00,Weekday,1290.194525
No,Regional Reference Price,Winter,South Australia,13:30:00,Weekday,98.02250951
No,Electricity Demand,Winter,South Australia,14:00:00,Weekday,1299.137338
No,Regional Reference Price,Winter,South Australia,14:00:00,Weekday,92.41155894
No,Electricity Demand,Winter,South Australia,14:30:00,Weekday,1306.315437
No,Regional Reference Price,Winter,South Australia,14:30:00,Weekday,96.63501901
No,Electricity Demand,Winter,South Australia,15:00:00,Weekday,1320.733422
No,Regional Reference Price,Winter,South Australia,15:00:00,Weekday,104.4789734
No,Electricity Demand,Winter,South Australia,15:30:00,Weekday,1344.342966
No,Regional Reference Price,Winter,South Australia,15:30:00,Weekday,98.69467681
No,Electricity Demand,Winter,South Australia,16:00:00,Weekday,1378.271065
No,Regional Reference Price,Winter,South Australia,16:00:00,Weekday,107.7353992
No,Electricity Demand,Winter,South Australia,16:30:00,Weekday,1443.023612
No,Regional Reference Price,Winter,South Australia,16:30:00,Weekday,120.6929658
No,Electricity Demand,Winter,South Australia,17:00:00,Weekday,1526.76289
No,Regional Reference Price,Winter,South Australia,17:00:00,Weekday,144.091711
No,Electricity Demand,Winter,South Australia,17:30:00,Weekday,1636.774411
No,Regional Reference Price,Winter,South Australia,17:30:00,Weekday,140.1886692
No,Electricity Demand,Winter,South Australia,18:00:00,Weekday,1770.504601
No,Regional Reference Price,Winter,South Australia,18:00:00,Weekday,183.2598859
No,Electricity Demand,Winter,South Australia,18:30:00,Weekday,1897.290456
No,Regional Reference Price,Winter,South Australia,18:30:00,Weekday,250.5980608
No,Electricity Demand,Winter,South Australia,19:00:00,Weekday,1952.274753
No,Regional Reference Price,Winter,South Australia,19:00:00,Weekday,201.791711
No,Electricity Demand,Winter,South Australia,19:30:00,Weekday,1942.051635
No,Regional Reference Price,Winter,South Australia,19:30:00,Weekday,172.9847148
No,Electricity Demand,Winter,South Australia,20:00:00,Weekday,1906.993992
No,Regional Reference Price,Winter,South Australia,20:00:00,Weekday,148.168327
No,Electricity Demand,Winter,South Australia,20:30:00,Weekday,1873.495285
No,Regional Reference Price,Winter,South Australia,20:30:00,Weekday,142.3054373
No,Electricity Demand,Winter,South Australia,21:00:00,Weekday,1828.570266
No,Regional Reference Price,Winter,South Australia,21:00:00,Weekday,133.5209506
No,Electricity Demand,Winter,South Australia,21:30:00,Weekday,1774.497376
No,Regional Reference Price,Winter,South Australia,21:30:00,Weekday,124.5090114
No,Electricity Demand,Winter,South Australia,22:00:00,Weekday,1700.24692
No,Regional Reference Price,Winter,South Australia,22:00:00,Weekday,107.0249049
No,Electricity Demand,Winter,South Australia,22:30:00,Weekday,1614.86346
No,Regional Reference Price,Winter,South Australia,22:30:00,Weekday,109.0930038
No,Electricity Demand,Winter,South Australia,23:00:00,Weekday,1526.594943
No,Regional Reference Price,Winter,South Australia,23:00:00,Weekday,92.87057034
No,Electricity Demand,Winter,South Australia,23:30:00,Weekday,1465.385019
No,Regional Reference Price,Winter,South Australia,23:30:00,Weekday,83.2851711
No,Electricity Demand,Winter,South Australia,00:00:00,Weekend,1643.366667
No,Regional Reference Price,Winter,South Australia,00:00:00,Weekend,124.8660952
No,Electricity Demand,Winter,South Australia,00:30:00,Weekend,1545.184
No,Regional Reference Price,Winter,South Australia,00:30:00,Weekend,92.86971429
No,Electricity Demand,Winter,South Australia,01:00:00,Weekend,1459.110381
No,Regional Reference Price,Winter,South Australia,01:00:00,Weekend,87.59276191
No,Electricity Demand,Winter,South Australia,01:30:00,Weekend,1352.378381
No,Regional Reference Price,Winter,South Australia,01:30:00,Weekend,79.33552381
No,Electricity Demand,Winter,South Australia,02:00:00,Weekend,1262.359524
No,Regional Reference Price,Winter,South Australia,02:00:00,Weekend,75.90447619
No,Electricity Demand,Winter,South Australia,02:30:00,Weekend,1199.622857
No,Regional Reference Price,Winter,South Australia,02:30:00,Weekend,67.43504762
No,Electricity Demand,Winter,South Australia,03:00:00,Weekend,1158.43419
No,Regional Reference Price,Winter,South Australia,03:00:00,Weekend,61.25276191
No,Electricity Demand,Winter,South Australia,03:30:00,Weekend,1117.863143
No,Regional Reference Price,Winter,South Australia,03:30:00,Weekend,58.14876191
No,Electricity Demand,Winter,South Australia,04:00:00,Weekend,1086.287524
No,Regional Reference Price,Winter,South Australia,04:00:00,Weekend,53.51047619
No,Electricity Demand,Winter,South Australia,04:30:00,Weekend,1064.512
No,Regional Reference Price,Winter,South Australia,04:30:00,Weekend,49.95552381
No,Electricity Demand,Winter,South Australia,05:00:00,Weekend,1058.243429
No,Regional Reference Price,Winter,South Australia,05:00:00,Weekend,51.29228571
No,Electricity Demand,Winter,South Australia,05:30:00,Weekend,1058.414095
No,Regional Reference Price,Winter,South Australia,05:30:00,Weekend,55.79619048
No,Electricity Demand,Winter,South Australia,06:00:00,Weekend,1072.419714
No,Regional Reference Price,Winter,South Australia,06:00:00,Weekend,54.1752381
No,Electricity Demand,Winter,South Australia,06:30:00,Weekend,1094.753238
No,Regional Reference Price,Winter,South Australia,06:30:00,Weekend,57.954
No,Electricity Demand,Winter,South Australia,07:00:00,Weekend,1136.064095
No,Regional Reference Price,Winter,South Australia,07:00:00,Weekend,104.681619
No,Electricity Demand,Winter,South Australia,07:30:00,Weekend,1179.867143
No,Regional Reference Price,Winter,South Australia,07:30:00,Weekend,77.4532381
No,Electricity Demand,Winter,South Australia,08:00:00,Weekend,1220.87181
No,Regional Reference Price,Winter,South Australia,08:00:00,Weekend,87.89504762
No,Electricity Demand,Winter,South Australia,08:30:00,Weekend,1279.352952
No,Regional Reference Price,Winter,South Australia,08:30:00,Weekend,100.6522857
No,Electricity Demand,Winter,South Australia,09:00:00,Weekend,1309.992667
No,Regional Reference Price,Winter,South Australia,09:00:00,Weekend,103.839619
No,Electricity Demand,Winter,South Australia,09:30:00,Weekend,1298.039048
No,Regional Reference Price,Winter,South Australia,09:30:00,Weekend,104.418381
No,Electricity Demand,Winter,South Australia,10:00:00,Weekend,1259.076
No,Regional Reference Price,Winter,South Australia,10:00:00,Weekend,82.82019048
No,Electricity Demand,Winter,South Australia,10:30:00,Weekend,1200.427714
No,Regional Reference Price,Winter,South Australia,10:30:00,Weekend,78.6692381
No,Electricity Demand,Winter,South Australia,11:00:00,Weekend,1148.66
No,Regional Reference Price,Winter,South Australia,11:00:00,Weekend,65.81552381
No,Electricity Demand,Winter,South Australia,11:30:00,Weekend,1096.392286
No,Regional Reference Price,Winter,South Australia,11:30:00,Weekend,57.94095238
No,Electricity Demand,Winter,South Australia,12:00:00,Weekend,1064.210857
No,Regional Reference Price,Winter,South Australia,12:00:00,Weekend,53.75361905
No,Electricity Demand,Winter,South Australia,12:30:00,Weekend,1041.590857
No,Regional Reference Price,Winter,South Australia,12:30:00,Weekend,55.66352381
No,Electricity Demand,Winter,South Australia,13:00:00,Weekend,1036.620952
No,Regional Reference Price,Winter,South Australia,13:00:00,Weekend,52.59733333
No,Electricity Demand,Winter,South Australia,13:30:00,Weekend,1037.259619
No,Regional Reference Price,Winter,South Australia,13:30:00,Weekend,51.62304762
No,Electricity Demand,Winter,South Australia,14:00:00,Weekend,1053.614381
No,Regional Reference Price,Winter,South Australia,14:00:00,Weekend,48.65466667
No,Electricity Demand,Winter,South Australia,14:30:00,Weekend,1064.711333
No,Regional Reference Price,Winter,South Australia,14:30:00,Weekend,55.34066667
No,Electricity Demand,Winter,South Australia,15:00:00,Weekend,1085.898095
No,Regional Reference Price,Winter,South Australia,15:00:00,Weekend,63.97561905
No,Electricity Demand,Winter,South Australia,15:30:00,Weekend,1118.294667
No,Regional Reference Price,Winter,South Australia,15:30:00,Weekend,66.416
No,Electricity Demand,Winter,South Australia,16:00:00,Weekend,1178.996762
No,Regional Reference Price,Winter,South Australia,16:00:00,Weekend,77.90076191
No,Electricity Demand,Winter,South Australia,16:30:00,Weekend,1258.919238
No,Regional Reference Price,Winter,South Australia,16:30:00,Weekend,91.37028571
No,Electricity Demand,Winter,South Australia,17:00:00,Weekend,1357.365714
No,Regional Reference Price,Winter,South Australia,17:00:00,Weekend,107.7886667
No,Electricity Demand,Winter,South Australia,17:30:00,Weekend,1484.329143
No,Regional Reference Price,Winter,South Australia,17:30:00,Weekend,115.5211429
No,Electricity Demand,Winter,South Australia,18:00:00,Weekend,1625.794381
No,Regional Reference Price,Winter,South Australia,18:00:00,Weekend,166.7739048
No,Electricity Demand,Winter,South Australia,18:30:00,Weekend,1749.147429
No,Regional Reference Price,Winter,South Australia,18:30:00,Weekend,155.2000952
No,Electricity Demand,Winter,South Australia,19:00:00,Weekend,1788.452286
No,Regional Reference Price,Winter,South Australia,19:00:00,Weekend,149.935619
No,Electricity Demand,Winter,South Australia,19:30:00,Weekend,1765.662571
No,Regional Reference Price,Winter,South Australia,19:30:00,Weekend,114.5900952
No,Electricity Demand,Winter,South Australia,20:00:00,Weekend,1731.126286
No,Regional Reference Price,Winter,South Australia,20:00:00,Weekend,110.0957143
No,Electricity Demand,Winter,South Australia,20:30:00,Weekend,1694.748476
No,Regional Reference Price,Winter,South Australia,20:30:00,Weekend,119.0904762
No,Electricity Demand,Winter,South Australia,21:00:00,Weekend,1659.514667
No,Regional Reference Price,Winter,South Australia,21:00:00,Weekend,108.0722857
No,Electricity Demand,Winter,South Australia,21:30:00,Weekend,1618.182476
No,Regional Reference Price,Winter,South Australia,21:30:00,Weekend,102.840381
No,Electricity Demand,Winter,South Australia,22:00:00,Weekend,1564.748762
No,Regional Reference Price,Winter,South Australia,22:00:00,Weekend,93.14761905
No,Electricity Demand,Winter,South Australia,22:30:00,Weekend,1496.548476
No,Regional Reference Price,Winter,South Australia,22:30:00,Weekend,86.50219048
No,Electricity Demand,Winter,South Australia,23:00:00,Weekend,1435.134286
No,Regional Reference Price,Winter,South Australia,23:00:00,Weekend,81.67580952
No,Electricity Demand,Winter,South Australia,23:30:00,Weekend,1395.179429
No,Regional Reference Price,Winter,South Australia,23:30:00,Weekend,78.1292381
No,Electricity Demand,Winter,Tasmania,00:00:00,Weekday,1114.403536
No,Regional Reference Price,Winter,Tasmania,00:00:00,Weekday,65.73817491
No,Electricity Demand,Winter,Tasmania,00:30:00,Weekday,1092.78749
No,Regional Reference Price,Winter,Tasmania,00:30:00,Weekday,61.07688213
No,Electricity Demand,Winter,Tasmania,01:00:00,Weekday,1076.82038
No,Regional Reference Price,Winter,Tasmania,01:00:00,Weekday,57.87509506
No,Electricity Demand,Winter,Tasmania,01:30:00,Weekday,1065.693422
No,Regional Reference Price,Winter,Tasmania,01:30:00,Weekday,58.41076046
No,Electricity Demand,Winter,Tasmania,02:00:00,Weekday,1059.078251
No,Regional Reference Price,Winter,Tasmania,02:00:00,Weekday,56.41011407
No,Electricity Demand,Winter,Tasmania,02:30:00,Weekday,1054.815171
No,Regional Reference Price,Winter,Tasmania,02:30:00,Weekday,52.01144487
No,Electricity Demand,Winter,Tasmania,03:00:00,Weekday,1052.952205
No,Regional Reference Price,Winter,Tasmania,03:00:00,Weekday,48.68437262
No,Electricity Demand,Winter,Tasmania,03:30:00,Weekday,1054.599392
No,Regional Reference Price,Winter,Tasmania,03:30:00,Weekday,47.07053232
No,Electricity Demand,Winter,Tasmania,04:00:00,Weekday,1055.985323
No,Regional Reference Price,Winter,Tasmania,04:00:00,Weekday,46.07722434
No,Electricity Demand,Winter,Tasmania,04:30:00,Weekday,1065.099848
No,Regional Reference Price,Winter,Tasmania,04:30:00,Weekday,46.73342205
No,Electricity Demand,Winter,Tasmania,05:00:00,Weekday,1079.537148
No,Regional Reference Price,Winter,Tasmania,05:00:00,Weekday,48.79479088
No,Electricity Demand,Winter,Tasmania,05:30:00,Weekday,1111.092433
No,Regional Reference Price,Winter,Tasmania,05:30:00,Weekday,55.99155894
No,Electricity Demand,Winter,Tasmania,06:00:00,Weekday,1152.219468
No,Regional Reference Price,Winter,Tasmania,06:00:00,Weekday,59.48471483
No,Electricity Demand,Winter,Tasmania,06:30:00,Weekday,1225.639544
No,Regional Reference Price,Winter,Tasmania,06:30:00,Weekday,82.29125475
No,Electricity Demand,Winter,Tasmania,07:00:00,Weekday,1313.15749
No,Regional Reference Price,Winter,Tasmania,07:00:00,Weekday,103.4797719
No,Electricity Demand,Winter,Tasmania,07:30:00,Weekday,1399.850114
No,Regional Reference Price,Winter,Tasmania,07:30:00,Weekday,102.5597719
No,Electricity Demand,Winter,Tasmania,08:00:00,Weekday,1452.147681
No,Regional Reference Price,Winter,Tasmania,08:00:00,Weekday,108.5557034
No,Electricity Demand,Winter,Tasmania,08:30:00,Weekday,1455.520913
No,Regional Reference Price,Winter,Tasmania,08:30:00,Weekday,100.0680228
No,Electricity Demand,Winter,Tasmania,09:00:00,Weekday,1428.377452
No,Regional Reference Price,Winter,Tasmania,09:00:00,Weekday,96.71688213
No,Electricity Demand,Winter,Tasmania,09:30:00,Weekday,1401.145171
No,Regional Reference Price,Winter,Tasmania,09:30:00,Weekday,106.0204943
No,Electricity Demand,Winter,Tasmania,10:00:00,Weekday,1363.014601
No,Regional Reference Price,Winter,Tasmania,10:00:00,Weekday,88.62958175
No,Electricity Demand,Winter,Tasmania,10:30:00,Weekday,1325.945627
No,Regional Reference Price,Winter,Tasmania,10:30:00,Weekday,84.03129278
No,Electricity Demand,Winter,Tasmania,11:00:00,Weekday,1291.788593
No,Regional Reference Price,Winter,Tasmania,11:00:00,Weekday,79.4730038
No,Electricity Demand,Winter,Tasmania,11:30:00,Weekday,1264.205475
No,Regional Reference Price,Winter,Tasmania,11:30:00,Weekday,74.92878327
No,Electricity Demand,Winter,Tasmania,12:00:00,Weekday,1245.723004
No,Regional Reference Price,Winter,Tasmania,12:00:00,Weekday,74.82779468
No,Electricity Demand,Winter,Tasmania,12:30:00,Weekday,1231.581521
No,Regional Reference Price,Winter,Tasmania,12:30:00,Weekday,88.70612167
No,Electricity Demand,Winter,Tasmania,13:00:00,Weekday,1218.531065
No,Regional Reference Price,Winter,Tasmania,13:00:00,Weekday,71.89038023
No,Electricity Demand,Winter,Tasmania,13:30:00,Weekday,1210.22654
No,Regional Reference Price,Winter,Tasmania,13:30:00,Weekday,69.01456274
No,Electricity Demand,Winter,Tasmania,14:00:00,Weekday,1207.325779
No,Regional Reference Price,Winter,Tasmania,14:00:00,Weekday,68.2443346
No,Electricity Demand,Winter,Tasmania,14:30:00,Weekday,1219.598593
No,Regional Reference Price,Winter,Tasmania,14:30:00,Weekday,70.51026616
No,Electricity Demand,Winter,Tasmania,15:00:00,Weekday,1220.779658
No,Regional Reference Price,Winter,Tasmania,15:00:00,Weekday,69.64140684
No,Electricity Demand,Winter,Tasmania,15:30:00,Weekday,1231.578327
No,Regional Reference Price,Winter,Tasmania,15:30:00,Weekday,68.37365019
No,Electricity Demand,Winter,Tasmania,16:00:00,Weekday,1252.68597
No,Regional Reference Price,Winter,Tasmania,16:00:00,Weekday,72.45897338
No,Electricity Demand,Winter,Tasmania,16:30:00,Weekday,1282.741141
No,Regional Reference Price,Winter,Tasmania,16:30:00,Weekday,75.15935361
No,Electricity Demand,Winter,Tasmania,17:00:00,Weekday,1330.405817
No,Regional Reference Price,Winter,Tasmania,17:00:00,Weekday,83.15543726
No,Electricity Demand,Winter,Tasmania,17:30:00,Weekday,1391.28635
No,Regional Reference Price,Winter,Tasmania,17:30:00,Weekday,91.16775665
No,Electricity Demand,Winter,Tasmania,18:00:00,Weekday,1434.642319
No,Regional Reference Price,Winter,Tasmania,18:00:00,Weekday,111.5210646
No,Electricity Demand,Winter,Tasmania,18:30:00,Weekday,1443.128327
No,Regional Reference Price,Winter,Tasmania,18:30:00,Weekday,114.5123194
No,Electricity Demand,Winter,Tasmania,19:00:00,Weekday,1435.162281
No,Regional Reference Price,Winter,Tasmania,19:00:00,Weekday,94.37319392
No,Electricity Demand,Winter,Tasmania,19:30:00,Weekday,1411.737947
No,Regional Reference Price,Winter,Tasmania,19:30:00,Weekday,83.45326996
No,Electricity Demand,Winter,Tasmania,20:00:00,Weekday,1393.036692
No,Regional Reference Price,Winter,Tasmania,20:00:00,Weekday,85.11802281
No,Electricity Demand,Winter,Tasmania,20:30:00,Weekday,1380.784335
No,Regional Reference Price,Winter,Tasmania,20:30:00,Weekday,96.56463878
No,Electricity Demand,Winter,Tasmania,21:00:00,Weekday,1350.008821
No,Regional Reference Price,Winter,Tasmania,21:00:00,Weekday,81.39836502
No,Electricity Demand,Winter,Tasmania,21:30:00,Weekday,1317.225247
No,Regional Reference Price,Winter,Tasmania,21:30:00,Weekday,84.34
No,Electricity Demand,Winter,Tasmania,22:00:00,Weekday,1273.618707
No,Regional Reference Price,Winter,Tasmania,22:00:00,Weekday,68.30585551
No,Electricity Demand,Winter,Tasmania,22:30:00,Weekday,1231.094297
No,Regional Reference Price,Winter,Tasmania,22:30:00,Weekday,76.19277567
No,Electricity Demand,Winter,Tasmania,23:00:00,Weekday,1184.711065
No,Regional Reference Price,Winter,Tasmania,23:00:00,Weekday,67.59326996
No,Electricity Demand,Winter,Tasmania,23:30:00,Weekday,1146.233954
No,Regional Reference Price,Winter,Tasmania,23:30:00,Weekday,65.86855513
No,Electricity Demand,Winter,Tasmania,00:00:00,Weekend,1127.782286
No,Regional Reference Price,Winter,Tasmania,00:00:00,Weekend,70.37780952
No,Electricity Demand,Winter,Tasmania,00:30:00,Weekend,1103.87019
No,Regional Reference Price,Winter,Tasmania,00:30:00,Weekend,64.6152381
No,Electricity Demand,Winter,Tasmania,01:00:00,Weekend,1084.655143
No,Regional Reference Price,Winter,Tasmania,01:00:00,Weekend,82.71857143
No,Electricity Demand,Winter,Tasmania,01:30:00,Weekend,1071.848286
No,Regional Reference Price,Winter,Tasmania,01:30:00,Weekend,59.47209524
No,Electricity Demand,Winter,Tasmania,02:00:00,Weekend,1063.83419
No,Regional Reference Price,Winter,Tasmania,02:00:00,Weekend,56.15
No,Electricity Demand,Winter,Tasmania,02:30:00,Weekend,1058.601905
No,Regional Reference Price,Winter,Tasmania,02:30:00,Weekend,54.67857143
No,Electricity Demand,Winter,Tasmania,03:00:00,Weekend,1054.527238
No,Regional Reference Price,Winter,Tasmania,03:00:00,Weekend,50.43019048
No,Electricity Demand,Winter,Tasmania,03:30:00,Weekend,1054.08419
No,Regional Reference Price,Winter,Tasmania,03:30:00,Weekend,48.91952381
No,Electricity Demand,Winter,Tasmania,04:00:00,Weekend,1054.889905
No,Regional Reference Price,Winter,Tasmania,04:00:00,Weekend,49.24571429
No,Electricity Demand,Winter,Tasmania,04:30:00,Weekend,1058.854286
No,Regional Reference Price,Winter,Tasmania,04:30:00,Weekend,47.19752381
No,Electricity Demand,Winter,Tasmania,05:00:00,Weekend,1063.594
No,Regional Reference Price,Winter,Tasmania,05:00:00,Weekend,44.04914286
No,Electricity Demand,Winter,Tasmania,05:30:00,Weekend,1075.371429
No,Regional Reference Price,Winter,Tasmania,05:30:00,Weekend,48.374
No,Electricity Demand,Winter,Tasmania,06:00:00,Weekend,1092.453429
No,Regional Reference Price,Winter,Tasmania,06:00:00,Weekend,49.77419048
No,Electricity Demand,Winter,Tasmania,06:30:00,Weekend,1112.698952
No,Regional Reference Price,Winter,Tasmania,06:30:00,Weekend,57.37790476
No,Electricity Demand,Winter,Tasmania,07:00:00,Weekend,1138.802952
No,Regional Reference Price,Winter,Tasmania,07:00:00,Weekend,57.90533333
No,Electricity Demand,Winter,Tasmania,07:30:00,Weekend,1180.307048
No,Regional Reference Price,Winter,Tasmania,07:30:00,Weekend,59.94438095
No,Electricity Demand,Winter,Tasmania,08:00:00,Weekend,1231.190286
No,Regional Reference Price,Winter,Tasmania,08:00:00,Weekend,69.40904762
No,Electricity Demand,Winter,Tasmania,08:30:00,Weekend,1279.470667
No,Regional Reference Price,Winter,Tasmania,08:30:00,Weekend,79.22657143
No,Electricity Demand,Winter,Tasmania,09:00:00,Weekend,1307.618952
No,Regional Reference Price,Winter,Tasmania,09:00:00,Weekend,82.43780952
No,Electricity Demand,Winter,Tasmania,09:30:00,Weekend,1319.636095
